,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month,date
16764,Waymart,1324.0,9.0,1315.0,-3.0,-19.0,-71.0,2020-04-25
16765,SCI TOTAL,43526.0,105.0,43421.0,-52.0,-466.0,-1151.0,2020-04-25
16766,CCC/F East,1028.0,0.0,1028.0,-2.0,-36.0,53.0,2020-04-25
16767,CCC/F Central,1220.0,0.0,1220.0,-17.0,11.0,88.0,2020-04-25
16768,CCC/F West,844.0,0.0,844.0,-9.0,-25.0,156.0,2020-04-25
16769,CCC/F TOTAL,3092.0,0.0,3092.0,-28.0,-50.0,297.0,2020-04-25
16770,Albion,2259.0,0.0,2259.0,-1.0,-1.0,-32.0,2020-04-19
16771,Benner,2055.0,0.0,2055.0,0.0,0.0,-19.0,2020-04-19
16772,Camp Hill,2845.0,0.0,2845.0,-2.0,-2.0,-82.0,2020-04-19
16773,Cambridge Springs,1152.0,0.0,1152.0,-1.0,-1.0,-6.0,2020-04-19
16774,Chester,1048.0,0.0,1048.0,0.0,0.0,-73.0,2020-04-19
16775,Coal Township,2114.0,2.0,2112.0,0.0,0.0,-33.0,2020-04-19
16776,Dallas,2141.0,0.0,2141.0,0.0,0.0,-45.0,2020-04-19
16777,Frackville,1179.0,0.0,1179.0,0.0,0.0,-24.0,2020-04-19
16778,Forest,2290.0,0.0,2290.0,0.0,0.0,-9.0,2020-04-19
16779,Fayette,1976.0,3.0,1973.0,-1.0,-1.0,-57.0,2020-04-19
16780,Greene,1767.0,1.0,1766.0,-1.0,-1.0,-25.0,2020-04-19
16781,Houtzdale,2479.0,0.0,2479.0,-1.0,-1.0,-41.0,2020-04-19
16782,Huntingdon,1997.0,0.0,1997.0,-3.0,-3.0,-37.0,2020-04-19
16783,Laurel Highlands,1389.0,0.0,1389.0,-5.0,-5.0,-65.0,2020-04-19
16784,Mahanoy,2323.0,0.0,2323.0,0.0,0.0,-45.0,2020-04-19
16785,Mercer,1317.0,0.0,1317.0,-1.0,-1.0,-44.0,2020-04-19
16786,Muncy,1335.0,0.0,1335.0,0.0,0.0,-41.0,2020-04-19
16787,Phoenix,3085.0,9.0,3076.0,-5.0,-5.0,-122.0,2020-04-19
16788,Pine Grove,1014.0,0.0,1014.0,0.0,0.0,-23.0,2020-04-19
16789,Quehanna,375.0,0.0,375.0,0.0,0.0,-37.0,2020-04-19
16790,Retreat,484.0,0.0,484.0,0.0,0.0,293.0,2020-04-19
16791,Rockview,2315.0,0.0,2315.0,-1.0,-1.0,-26.0,2020-04-19
16792,Smithfield,1288.0,3.0,1285.0,0.0,0.0,-18.0,2020-04-19
16793,Somerset,2321.0,0.0,2321.0,-1.0,-1.0,-45.0,2020-04-19
16794,Waymart,1340.0,6.0,1334.0,0.0,0.0,-52.0,2020-04-19
16795,SCI TOTAL,43888.0,24.0,43864.0,-23.0,-23.0,-708.0,2020-04-19
16796,CCC/F East,1064.0,0.0,1064.0,0.0,0.0,89.0,2020-04-19
16797,CCC/F Central,1209.0,0.0,1209.0,0.0,0.0,77.0,2020-04-19
16798,CCC/F West,869.0,0.0,869.0,0.0,0.0,181.0,2020-04-19
16799,CCC/F TOTAL,3142.0,0.0,3142.0,0.0,0.0,347.0,2020-04-19
16800,Albion,2272.0,,,-1.0,-8.0,-19.0,2020-04-09
16801,Benner,2066.0,,,-2.0,-9.0,-8.0,2020-04-09
16802,Camp Hill,2877.0,,,-10.0,-31.0,-50.0,2020-04-09
16803,Cambridge Springs,1159.0,,,-2.0,8.0,1.0,2020-04-09
16804,Chester,1077.0,,,-2.0,-28.0,-44.0,2020-04-09
16805,Coal Township,2127.0,,,-2.0,-13.0,-18.0,2020-04-09
16806,Dallas,2152.0,,,-2.0,-17.0,-34.0,2020-04-09
16807,Frackville,1185.0,,,-3.0,-17.0,-18.0,2020-04-09
16808,Forest,2299.0,,,0.0,-3.0,0.0,2020-04-09
16809,Fayette,1997.0,,,-3.0,-16.0,-33.0,2020-04-09
16810,Greene,1781.0,,,-3.0,-6.0,-10.0,2020-04-09
16811,Houtzdale,2488.0,,,-1.0,-13.0,-32.0,2020-04-09
16812,Huntingdon,2012.0,,,-3.0,-15.0,-22.0,2020-04-09
16813,Laurel Highlands,1420.0,,,-5.0,-17.0,-34.0,2020-04-09
16814,Mahanoy,2339.0,,,-2.0,-13.0,-29.0,2020-04-09
16815,Mercer,1334.0,,,-1.0,-19.0,-27.0,2020-04-09
16816,Muncy,1370.0,,,11.0,-2.0,-6.0,2020-04-09
16817,Phoenix,3139.0,,,-9.0,-31.0,-59.0,2020-04-09
16818,Pine Grove,1025.0,,,-2.0,-9.0,-12.0,2020-04-09
16819,Quehanna,390.0,,,0.0,-6.0,-22.0,2020-04-09
16820,Retreat,460.0,,,37.0,133.0,269.0,2020-04-09
16821,Rockview,2322.0,,,-3.0,-13.0,-19.0,2020-04-09
16822,Smithfield,1297.0,,,0.0,-3.0,-6.0,2020-04-09
16823,Somerset,2333.0,,,-2.0,-15.0,-33.0,2020-04-09
16824,Waymart,1359.0,,,-2.0,-16.0,-27.0,2020-04-09
16825,SCI TOTAL,44280.0,,,-19.0,-179.0,-292.0,2020-04-09
16826,CCC/F Eastern Region,1076.0,,,9.0,2.0,101.0,2020-04-09
16827,CCC/F Central Region,1185.0,,,-13.0,-26.0,53.0,2020-04-09
16828,CCC/F Western Region,851.0,,,18.0,24.0,163.0,2020-04-09
16829,CCC/F TOTAL,3112.0,,,14.0,0.0,317.0,2020-04-09
16830,Albion,2204.0,4.0,2200.0,-11.0,16.0,33.0,2020-11-14
16831,Benner,1954.0,3.0,1951.0,-3.0,16.0,0.0,2020-11-14
16832,Camp Hill,2009.0,7.0,2002.0,11.0,-103.0,-46.0,2020-11-14
16833,Cambridge Springs,948.0,18.0,930.0,-5.0,-12.0,-22.0,2020-11-14
16834,Chester,1012.0,2.0,1010.0,-2.0,-8.0,-17.0,2020-11-14
16835,Coal Township,2268.0,4.0,2264.0,8.0,-29.0,-20.0,2020-11-14
16836,Dallas,1980.0,2.0,1978.0,-1.0,-7.0,-17.0,2020-11-14
16837,Frackville,1141.0,3.0,1138.0,-7.0,0.0,95.0,2020-11-14
16838,Forest,2331.0,4.0,2327.0,-4.0,-10.0,16.0,2020-11-14
16839,Fayette,1965.0,3.0,1962.0,-1.0,23.0,19.0,2020-11-14
16840,Greene,1716.0,3.0,1713.0,13.0,-22.0,-2.0,2020-11-14
16841,Houtzdale,2425.0,2.0,2423.0,-5.0,17.0,8.0,2020-11-14
16842,Huntingdon,1695.0,1.0,1694.0,-1.0,-6.0,-11.0,2020-11-14
16843,Laurel Highlands,838.0,13.0,825.0,-1.0,-6.0,-21.0,2020-11-14
16844,Mahanoy,2273.0,5.0,2268.0,-5.0,14.0,3.0,2020-11-14
16845,Mercer,1186.0,3.0,1183.0,-9.0,-16.0,-25.0,2020-11-14
16846,Muncy,1063.0,10.0,1053.0,0.0,-9.0,-4.0,2020-11-14
16847,Phoenix,2966.0,9.0,2957.0,-7.0,26.0,-5.0,2020-11-14
16848,Pine Grove,950.0,3.0,947.0,-11.0,-12.0,-40.0,2020-11-14
16849,Quehanna,362.0,0.0,362.0,12.0,20.0,45.0,2020-11-14
16850,Retreat,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-14
16851,Rockview,1564.0,4.0,1560.0,-3.0,-7.0,-17.0,2020-11-14
16852,Smithfield,1318.0,4.0,1314.0,-3.0,-12.0,-17.0,2020-11-14
16853,Somerset,2199.0,0.0,2199.0,-3.0,-10.0,-23.0,2020-11-14
16854,Waymart,985.0,7.0,978.0,-5.0,-6.0,-20.0,2020-11-14
16855,SCI TOTAL,39352.0,114.0,39238.0,-43.0,-143.0,-88.0,2020-11-14
16856,CCC/F East,655.0,0.0,655.0,6.0,-2.0,18.0,2020-11-14
16857,CCC/F Central,804.0,0.0,804.0,-4.0,-20.0,-24.0,2020-11-14
16858,CCC/F West,806.0,0.0,806.0,25.0,8.0,-17.0,2020-11-14
16859,CCC/F TOTAL,2265.0,0.0,2265.0,27.0,-14.0,-23.0,2020-11-14
16860,Albion,2202.0,4.0,2198.0,-2.0,-2.0,18.0,2020-06-30
16861,Benner,2047.0,3.0,2044.0,-1.0,-1.0,36.0,2020-06-30
16862,Camp Hill,2103.0,10.0,2093.0,-18.0,-20.0,-624.0,2020-06-30
16863,Cambridge Springs,1043.0,19.0,1024.0,-5.0,-5.0,-17.0,2020-06-30
16864,Chester,942.0,3.0,939.0,36.0,36.0,10.0,2020-06-30
16865,Coal Township,2118.0,4.0,2114.0,11.0,8.0,79.0,2020-06-30
16866,Dallas,2141.0,3.0,2138.0,-1.0,-2.0,13.0,2020-06-30
16867,Frackville,1220.0,4.0,1216.0,-1.0,-5.0,42.0,2020-06-30
16868,Forest,2391.0,8.0,2383.0,-2.0,-2.0,66.0,2020-06-30
16869,Fayette,2013.0,4.0,2009.0,0.0,-1.0,131.0,2020-06-30
16870,Greene,1743.0,4.0,1739.0,4.0,3.0,12.0,2020-06-30
16871,Houtzdale,2453.0,4.0,2449.0,-1.0,-4.0,29.0,2020-06-30
16872,Huntingdon,1872.0,1.0,1871.0,0.0,-3.0,-15.0,2020-06-30
16873,Laurel Highlands,1234.0,18.0,1216.0,-3.0,-5.0,-67.0,2020-06-30
16874,Mahanoy,2356.0,5.0,2351.0,-7.0,-7.0,99.0,2020-06-30
16875,Mercer,1348.0,3.0,1345.0,-4.0,-6.0,42.0,2020-06-30
16876,Muncy,1132.0,11.0,1121.0,1.0,1.0,-106.0,2020-06-30
16877,Phoenix,2881.0,9.0,2872.0,-3.0,-8.0,-58.0,2020-06-30
16878,Pine Grove,1038.0,4.0,1034.0,-1.0,-2.0,32.0,2020-06-30
16879,Quehanna,449.0,0.0,449.0,6.0,6.0,47.0,2020-06-30
16880,Retreat,10.0,0.0,10.0,-2.0,-2.0,-576.0,2020-06-30
16881,Rockview,1985.0,8.0,1977.0,-3.0,-4.0,-48.0,2020-06-30
16882,Smithfield,1363.0,5.0,1358.0,1.0,1.0,103.0,2020-06-30
16883,Somerset,2305.0,0.0,2305.0,0.0,-1.0,22.0,2020-06-30
16884,Waymart,1183.0,11.0,1172.0,-4.0,-4.0,-51.0,2020-06-30
16885,SCI TOTAL,41572.0,145.0,41427.0,1.0,-29.0,-781.0,2020-06-30
16886,CCC/F East,888.0,0.0,888.0,-19.0,-19.0,-107.0,2020-06-30
16887,CCC/F Central,962.0,0.0,962.0,-15.0,-15.0,-163.0,2020-06-30
16888,CCC/F West,639.0,0.0,639.0,0.0,0.0,-84.0,2020-06-30
16889,CCC/F TOTAL,2489.0,0.0,2489.0,-34.0,-34.0,-354.0,2020-06-30
16890,Albion,2195.0,4.0,2191.0,-8.0,-9.0,-7.0,2020-08-09
16891,Benner,2032.0,3.0,2029.0,-1.0,1.0,-15.0,2020-08-09
16892,Camp Hill,1842.0,9.0,1833.0,9.0,-23.0,-260.0,2020-08-09
16893,Cambridge Springs,1018.0,19.0,999.0,-6.0,1.0,-25.0,2020-08-09
16894,Chester,1002.0,3.0,999.0,-13.0,3.0,60.0,2020-08-09
16895,Coal Township,2183.0,4.0,2179.0,-29.0,-13.0,65.0,2020-08-09
16896,Dallas,2123.0,3.0,2120.0,36.0,39.0,-18.0,2020-08-09
16897,Frackville,1182.0,4.0,1178.0,-2.0,-5.0,-38.0,2020-08-09
16898,Forest,2370.0,7.0,2363.0,-2.0,-6.0,-20.0,2020-08-09
16899,Fayette,2003.0,4.0,1999.0,-7.0,-16.0,-10.0,2020-08-09
16900,Greene,1699.0,3.0,1696.0,-2.0,4.0,-43.0,2020-08-09
16901,Houtzdale,2484.0,3.0,2481.0,-2.0,0.0,32.0,2020-08-09
16902,Huntingdon,1832.0,1.0,1831.0,-2.0,-15.0,-40.0,2020-08-09
16903,Laurel Highlands,1171.0,17.0,1154.0,-6.0,-11.0,-62.0,2020-08-09
16904,Mahanoy,2325.0,5.0,2320.0,-3.0,13.0,-31.0,2020-08-09
16905,Mercer,1366.0,3.0,1363.0,-6.0,-8.0,18.0,2020-08-09
16906,Muncy,1122.0,11.0,1111.0,-1.0,-8.0,-10.0,2020-08-09
16907,Phoenix,2836.0,8.0,2828.0,-8.0,-17.0,-44.0,2020-08-09
16908,Pine Grove,1042.0,4.0,1038.0,-1.0,1.0,4.0,2020-08-09
16909,Quehanna,434.0,0.0,434.0,0.0,-1.0,-15.0,2020-08-09
16910,Retreat,0.0,0.0,0.0,0.0,0.0,-10.0,2020-08-09
16911,Rockview,1947.0,6.0,1941.0,-1.0,-14.0,-36.0,2020-08-09
16912,Smithfield,1395.0,4.0,1391.0,-1.0,-2.0,33.0,2020-08-09
16913,Somerset,2301.0,0.0,2301.0,-3.0,-14.0,-4.0,2020-08-09
16914,Waymart,1128.0,11.0,1117.0,-3.0,-10.0,-55.0,2020-08-09
16915,SCI TOTAL,41032.0,136.0,40896.0,-62.0,-110.0,-531.0,2020-08-09
16916,CCC/F East,830.0,0.0,830.0,0.0,-29.0,-58.0,2020-08-09
16917,CCC/F Central,876.0,0.0,876.0,0.0,-12.0,-86.0,2020-08-09
16918,CCC/F West,602.0,0.0,602.0,0.0,17.0,-37.0,2020-08-09
16919,CCC/F TOTAL,2308.0,0.0,2308.0,0.0,-24.0,-181.0,2020-08-09
16920,Albion,2204.0,4.0,2200.0,0.0,0.0,20.0,2020-06-24
16921,Benner,2048.0,3.0,2045.0,0.0,0.0,37.0,2020-06-24
16922,Camp Hill,2121.0,10.0,2111.0,0.0,-2.0,-606.0,2020-06-24
16923,Cambridge Springs,1048.0,19.0,1029.0,0.0,0.0,-12.0,2020-06-24
16924,Chester,906.0,3.0,903.0,0.0,0.0,-26.0,2020-06-24
16925,Coal Township,2107.0,4.0,2103.0,-3.0,-3.0,68.0,2020-06-24
16926,Dallas,2142.0,3.0,2139.0,-1.0,-1.0,14.0,2020-06-24
16927,Frackville,1221.0,4.0,1217.0,-2.0,-4.0,43.0,2020-06-24
16928,Forest,2393.0,8.0,2385.0,0.0,0.0,68.0,2020-06-24
16929,Fayette,2013.0,4.0,2009.0,0.0,-1.0,131.0,2020-06-24
16930,Greene,1739.0,4.0,1735.0,0.0,-1.0,8.0,2020-06-24
16931,Houtzdale,2454.0,4.0,2450.0,0.0,-3.0,30.0,2020-06-24
16932,Huntingdon,1872.0,1.0,1871.0,-1.0,-3.0,-15.0,2020-06-24
16933,Laurel Highlands,1237.0,18.0,1219.0,0.0,-2.0,-64.0,2020-06-24
16934,Mahanoy,2363.0,5.0,2358.0,0.0,0.0,106.0,2020-06-24
16935,Mercer,1352.0,3.0,1349.0,0.0,-2.0,46.0,2020-06-24
16936,Muncy,1131.0,11.0,1120.0,0.0,0.0,-107.0,2020-06-24
16937,Phoenix,2884.0,9.0,2875.0,-1.0,-5.0,-55.0,2020-06-24
16938,Pine Grove,1039.0,4.0,1035.0,0.0,-1.0,33.0,2020-06-24
16939,Quehanna,443.0,0.0,443.0,0.0,0.0,41.0,2020-06-24
16940,Retreat,12.0,0.0,12.0,0.0,0.0,-574.0,2020-06-24
16941,Rockview,1988.0,8.0,1980.0,0.0,-1.0,-45.0,2020-06-24
16942,Smithfield,1362.0,5.0,1357.0,-2.0,0.0,102.0,2020-06-24
16943,Somerset,2305.0,0.0,2305.0,0.0,-1.0,22.0,2020-06-24
16944,Waymart,1187.0,11.0,1176.0,0.0,0.0,-47.0,2020-06-24
16945,SCI TOTAL,41571.0,145.0,41426.0,-10.0,-30.0,-782.0,2020-06-24
16946,CCC/F East,907.0,0.0,907.0,0.0,0.0,-88.0,2020-06-24
16947,CCC/F Central,977.0,0.0,977.0,0.0,0.0,-148.0,2020-06-24
16948,CCC/F West,639.0,0.0,639.0,0.0,0.0,-84.0,2020-06-24
16949,CCC/F TOTAL,2523.0,0.0,2523.0,0.0,0.0,-320.0,2020-06-24
16950,Albion,2208.0,4.0,2204.0,-1.0,-1.0,16.0,2020-08-21
16951,Benner,2022.0,3.0,2019.0,-2.0,-2.0,-9.0,2020-08-21
16952,Camp Hill,1803.0,9.0,1794.0,35.0,35.0,-60.0,2020-08-21
16953,Cambridge Springs,999.0,19.0,980.0,-5.0,-5.0,-16.0,2020-08-21
16954,Chester,992.0,3.0,989.0,-4.0,-4.0,-7.0,2020-08-21
16955,Coal Township,2268.0,4.0,2264.0,-6.0,-6.0,81.0,2020-08-21
16956,Dallas,2132.0,2.0,2130.0,0.0,0.0,-5.0,2020-08-21
16957,Frackville,1188.0,4.0,1184.0,-6.0,-6.0,10.0,2020-08-21
16958,Forest,2385.0,7.0,2378.0,-1.0,-1.0,15.0,2020-08-21
16959,Fayette,2010.0,4.0,2006.0,-1.0,-1.0,7.0,2020-08-21
16960,Greene,1673.0,3.0,1670.0,0.0,0.0,-27.0,2020-08-21
16961,Houtzdale,2457.0,3.0,2454.0,-5.0,-5.0,-27.0,2020-08-21
16962,Huntingdon,1820.0,1.0,1819.0,-1.0,-1.0,-12.0,2020-08-21
16963,Laurel Highlands,1016.0,16.0,1000.0,-7.0,-7.0,-153.0,2020-08-21
16964,Mahanoy,2312.0,5.0,2307.0,-1.0,-1.0,-13.0,2020-08-21
16965,Mercer,1353.0,3.0,1350.0,-8.0,-8.0,-11.0,2020-08-21
16966,Muncy,1094.0,11.0,1083.0,-4.0,-4.0,-28.0,2020-08-21
16967,Phoenix,2831.0,8.0,2823.0,-6.0,-6.0,-2.0,2020-08-21
16968,Pine Grove,1049.0,4.0,1045.0,-1.0,-1.0,9.0,2020-08-21
16969,Quehanna,454.0,0.0,454.0,1.0,1.0,20.0,2020-08-21
16970,Retreat,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-21
16971,Rockview,1914.0,6.0,1908.0,0.0,0.0,-32.0,2020-08-21
16972,Smithfield,1377.0,4.0,1373.0,-1.0,-1.0,-15.0,2020-08-21
16973,Somerset,2297.0,0.0,2297.0,-1.0,-1.0,-4.0,2020-08-21
16974,Waymart,1109.0,11.0,1098.0,0.0,0.0,-19.0,2020-08-21
16975,SCI TOTAL,40763.0,134.0,40629.0,-25.0,-25.0,-282.0,2020-08-21
16976,CCC/F East,702.0,0.0,702.0,0.0,0.0,-126.0,2020-08-21
16977,CCC/F Central,900.0,0.0,900.0,0.0,0.0,14.0,2020-08-21
16978,CCC/F West,658.0,0.0,658.0,0.0,0.0,37.0,2020-08-21
16979,CCC/F TOTAL,2260.0,0.0,2260.0,0.0,0.0,-75.0,2020-08-21
16980,Albion,2217.0,4.0,2213.0,0.0,4.0,33.0,2020-06-18
16981,Benner,1979.0,3.0,1976.0,-1.0,-4.0,-32.0,2020-06-18
16982,Camp Hill,2367.0,10.0,2357.0,-85.0,-119.0,-360.0,2020-06-18
16983,Cambridge Springs,1045.0,19.0,1026.0,-1.0,-3.0,-15.0,2020-06-18
16984,Chester,890.0,3.0,887.0,-1.0,-9.0,-42.0,2020-06-18
16985,Coal Township,2094.0,4.0,2090.0,-3.0,32.0,55.0,2020-06-18
16986,Dallas,2155.0,3.0,2152.0,-1.0,12.0,27.0,2020-06-18
16987,Frackville,1200.0,4.0,1196.0,15.0,14.0,22.0,2020-06-18
16988,Forest,2352.0,8.0,2344.0,-1.0,0.0,27.0,2020-06-18
16989,Fayette,1944.0,4.0,1940.0,23.0,46.0,62.0,2020-06-18
16990,Greene,1739.0,4.0,1735.0,-3.0,-6.0,8.0,2020-06-18
16991,Houtzdale,2424.0,4.0,2420.0,19.0,18.0,0.0,2020-06-18
16992,Huntingdon,1879.0,1.0,1878.0,-1.0,-1.0,-8.0,2020-06-18
16993,Laurel Highlands,1259.0,18.0,1241.0,-1.0,-6.0,-42.0,2020-06-18
16994,Mahanoy,2302.0,6.0,2296.0,14.0,13.0,44.0,2020-06-18
16995,Mercer,1306.0,3.0,1303.0,23.0,21.0,0.0,2020-06-18
16996,Muncy,1177.0,11.0,1166.0,5.0,3.0,-61.0,2020-06-18
16997,Phoenix,2876.0,9.0,2867.0,-3.0,-8.0,-63.0,2020-06-18
16998,Pine Grove,1014.0,4.0,1010.0,-1.0,-3.0,8.0,2020-06-18
16999,Quehanna,387.0,0.0,387.0,0.0,0.0,-15.0,2020-06-18
17000,Retreat,536.0,0.0,536.0,-4.0,-56.0,-50.0,2020-06-18
17001,Rockview,2010.0,8.0,2002.0,0.0,-2.0,-23.0,2020-06-18
17002,Smithfield,1271.0,5.0,1266.0,-1.0,4.0,11.0,2020-06-18
17003,Somerset,2268.0,0.0,2268.0,-4.0,-9.0,-15.0,2020-06-18
17004,Waymart,1201.0,11.0,1190.0,-1.0,-3.0,-33.0,2020-06-18
17005,SCI TOTAL,41892.0,146.0,41746.0,-13.0,-62.0,-462.0,2020-06-18
17006,CCC/F East,959.0,0.0,959.0,-1.0,-27.0,-36.0,2020-06-18
17007,CCC/F Central,1000.0,0.0,1000.0,-22.0,-21.0,-125.0,2020-06-18
17008,CCC/F West,658.0,0.0,658.0,-8.0,-26.0,-65.0,2020-06-18
17009,CCC/F TOTAL,2617.0,0.0,2617.0,-31.0,-74.0,-226.0,2020-06-18
17010,Albion,2217.0,4.0,2213.0,0.0,4.0,33.0,2020-06-19
17011,Benner,1979.0,3.0,1976.0,-1.0,-4.0,-32.0,2020-06-19
17012,Camp Hill,2367.0,10.0,2357.0,-85.0,-119.0,-360.0,2020-06-19
17013,Cambridge Springs,1045.0,19.0,1026.0,-1.0,-3.0,-15.0,2020-06-19
17014,Chester,890.0,3.0,887.0,-1.0,-9.0,-42.0,2020-06-19
17015,Coal Township,2094.0,4.0,2090.0,-3.0,32.0,55.0,2020-06-19
17016,Dallas,2155.0,3.0,2152.0,-1.0,12.0,27.0,2020-06-19
17017,Frackville,1200.0,4.0,1196.0,15.0,14.0,22.0,2020-06-19
17018,Forest,2352.0,8.0,2344.0,-1.0,0.0,27.0,2020-06-19
17019,Fayette,1944.0,4.0,1940.0,23.0,46.0,62.0,2020-06-19
17020,Greene,1739.0,4.0,1735.0,-3.0,-6.0,8.0,2020-06-19
17021,Houtzdale,2424.0,4.0,2420.0,19.0,18.0,0.0,2020-06-19
17022,Huntingdon,1879.0,1.0,1878.0,-1.0,-1.0,-8.0,2020-06-19
17023,Laurel Highlands,1259.0,18.0,1241.0,-1.0,-6.0,-42.0,2020-06-19
17024,Mahanoy,2302.0,6.0,2296.0,14.0,13.0,44.0,2020-06-19
17025,Mercer,1306.0,3.0,1303.0,23.0,21.0,0.0,2020-06-19
17026,Muncy,1177.0,11.0,1166.0,5.0,3.0,-61.0,2020-06-19
17027,Phoenix,2876.0,9.0,2867.0,-3.0,-8.0,-63.0,2020-06-19
17028,Pine Grove,1014.0,4.0,1010.0,-1.0,-3.0,8.0,2020-06-19
17029,Quehanna,387.0,0.0,387.0,0.0,0.0,-15.0,2020-06-19
17030,Retreat,536.0,0.0,536.0,-4.0,-56.0,-50.0,2020-06-19
17031,Rockview,2010.0,8.0,2002.0,0.0,-2.0,-23.0,2020-06-19
17032,Smithfield,1271.0,5.0,1266.0,-1.0,4.0,11.0,2020-06-19
17033,Somerset,2268.0,0.0,2268.0,-4.0,-9.0,-15.0,2020-06-19
17034,Waymart,1201.0,11.0,1190.0,-1.0,-3.0,-33.0,2020-06-19
17035,SCI TOTAL,41892.0,146.0,41746.0,-13.0,-62.0,-462.0,2020-06-19
17036,CCC/F East,959.0,0.0,959.0,-1.0,-27.0,-36.0,2020-06-19
17037,CCC/F Central,1000.0,0.0,1000.0,-22.0,-21.0,-125.0,2020-06-19
17038,CCC/F West,658.0,0.0,658.0,-8.0,-26.0,-65.0,2020-06-19
17039,CCC/F TOTAL,2617.0,0.0,2617.0,-31.0,-74.0,-226.0,2020-06-19
17040,Albion,2208.0,4.0,2204.0,-1.0,-1.0,16.0,2020-08-20
17041,Benner,2022.0,3.0,2019.0,-2.0,-2.0,-9.0,2020-08-20
17042,Camp Hill,1803.0,9.0,1794.0,35.0,35.0,-60.0,2020-08-20
17043,Cambridge Springs,999.0,19.0,980.0,-5.0,-5.0,-16.0,2020-08-20
17044,Chester,992.0,3.0,989.0,-4.0,-4.0,-7.0,2020-08-20
17045,Coal Township,2268.0,4.0,2264.0,-6.0,-6.0,81.0,2020-08-20
17046,Dallas,2132.0,2.0,2130.0,0.0,0.0,-5.0,2020-08-20
17047,Frackville,1188.0,4.0,1184.0,-6.0,-6.0,10.0,2020-08-20
17048,Forest,2385.0,7.0,2378.0,-1.0,-1.0,15.0,2020-08-20
17049,Fayette,2010.0,4.0,2006.0,-1.0,-1.0,7.0,2020-08-20
17050,Greene,1673.0,3.0,1670.0,0.0,0.0,-27.0,2020-08-20
17051,Houtzdale,2457.0,3.0,2454.0,-5.0,-5.0,-27.0,2020-08-20
17052,Huntingdon,1820.0,1.0,1819.0,-1.0,-1.0,-12.0,2020-08-20
17053,Laurel Highlands,1016.0,16.0,1000.0,-7.0,-7.0,-153.0,2020-08-20
17054,Mahanoy,2312.0,5.0,2307.0,-1.0,-1.0,-13.0,2020-08-20
17055,Mercer,1353.0,3.0,1350.0,-8.0,-8.0,-11.0,2020-08-20
17056,Muncy,1094.0,11.0,1083.0,-4.0,-4.0,-28.0,2020-08-20
17057,Phoenix,2831.0,8.0,2823.0,-6.0,-6.0,-2.0,2020-08-20
17058,Pine Grove,1049.0,4.0,1045.0,-1.0,-1.0,9.0,2020-08-20
17059,Quehanna,454.0,0.0,454.0,1.0,1.0,20.0,2020-08-20
17060,Retreat,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-20
17061,Rockview,1914.0,6.0,1908.0,0.0,0.0,-32.0,2020-08-20
17062,Smithfield,1377.0,4.0,1373.0,-1.0,-1.0,-15.0,2020-08-20
17063,Somerset,2297.0,0.0,2297.0,-1.0,-1.0,-4.0,2020-08-20
17064,Waymart,1109.0,11.0,1098.0,0.0,0.0,-19.0,2020-08-20
17065,SCI TOTAL,40763.0,134.0,40629.0,-25.0,-25.0,-282.0,2020-08-20
17066,CCC/F East,702.0,0.0,702.0,0.0,0.0,-126.0,2020-08-20
17067,CCC/F Central,900.0,0.0,900.0,0.0,0.0,14.0,2020-08-20
17068,CCC/F West,658.0,0.0,658.0,0.0,0.0,37.0,2020-08-20
17069,CCC/F TOTAL,2260.0,0.0,2260.0,0.0,0.0,-75.0,2020-08-20
17070,Albion,2204.0,4.0,2200.0,0.0,0.0,20.0,2020-06-25
17071,Benner,2048.0,3.0,2045.0,0.0,0.0,37.0,2020-06-25
17072,Camp Hill,2121.0,10.0,2111.0,0.0,-2.0,-606.0,2020-06-25
17073,Cambridge Springs,1048.0,19.0,1029.0,0.0,0.0,-12.0,2020-06-25
17074,Chester,906.0,3.0,903.0,0.0,0.0,-26.0,2020-06-25
17075,Coal Township,2107.0,4.0,2103.0,-3.0,-3.0,68.0,2020-06-25
17076,Dallas,2142.0,3.0,2139.0,-1.0,-1.0,14.0,2020-06-25
17077,Frackville,1221.0,4.0,1217.0,-2.0,-4.0,43.0,2020-06-25
17078,Forest,2393.0,8.0,2385.0,0.0,0.0,68.0,2020-06-25
17079,Fayette,2013.0,4.0,2009.0,0.0,-1.0,131.0,2020-06-25
17080,Greene,1739.0,4.0,1735.0,0.0,-1.0,8.0,2020-06-25
17081,Houtzdale,2454.0,4.0,2450.0,0.0,-3.0,30.0,2020-06-25
17082,Huntingdon,1872.0,1.0,1871.0,-1.0,-3.0,-15.0,2020-06-25
17083,Laurel Highlands,1237.0,18.0,1219.0,0.0,-2.0,-64.0,2020-06-25
17084,Mahanoy,2363.0,5.0,2358.0,0.0,0.0,106.0,2020-06-25
17085,Mercer,1352.0,3.0,1349.0,0.0,-2.0,46.0,2020-06-25
17086,Muncy,1131.0,11.0,1120.0,0.0,0.0,-107.0,2020-06-25
17087,Phoenix,2884.0,9.0,2875.0,-1.0,-5.0,-55.0,2020-06-25
